id,duplicate_id
1100382215,11004119573
11004119573,1100382215
1100965077,1100965075
1100965075,1100965077
11001535878,11001549113
11001549113,11001535878
11001537478,11001537998
11001537998,11001537478
11002689495,11004245791
11004245791,11002689495
11001549116,11001535926
11001535926,11001549116
11001548909,11001550473
11001550473,11001548909
11001540685,11001549164
11001549088,11001540684
11001549164,11001540685
11001540684,11001549088
11001547333,11001545122
11001545122,11001547333
11001549089,11001540974
11001540974,11001549089
1100995188,1100995189
1100995189,1100995188
1100382237,1100933427
1100382237,1100933428
1100382237,1100933425
1100933427,1100382237
1100933427,1100933428
1100933427,1100933425
1100933428,1100382237
1100933428,1100933427
1100933428,1100933425
1100933425,1100382237
1100933425,1100933427
1100933425,1100933428
1100964981,1100964979
1100964979,1100964981
11004518726,1100387116
1100387116,11004518726
11001549085,11001540675
11001540675,11001549085
11001545118,11001547327
11001547327,11001545118
11004375620,11003593757
11003593757,11004375620
110011896,110011898
110011896,110011901
110011898,110011896
110011898,110011901
110011901,110011896
110011901,110011898
11001369149,11001369154
11001369149,11001368749
11001369154,11001369149
11001369154,11001368749
11001368749,11001369149
11001368749,11001369154
110013717,110013715
110013715,110013717
110012278,110012276
110012276,110012278
110012413,11004048482
11004048482,110012413
1100216774,1100216775
1100216774,1100216772
1100216774,1100216773
1100216775,1100216774
1100216775,1100216772
1100216775,1100216773
1100216772,1100216774
1100216772,1100216775
1100216772,1100216773
1100216773,1100216774
1100216773,1100216775
1100216773,1100216772
11001369104,11001369105
11001369105,11001369104
110012557,110012558
110012558,110012557
110012645,110012647
110012647,110012645
11001740478,11001740476
11001740476,11001740478
1100211179,11004529248
1100211179,1100211180
11004529248,1100211179
11004529248,1100211180
1100211180,1100211179
1100211180,11004529248
11004531672,11004531686
11004531686,11004531672
1100211218,1100211211
1100211211,1100211218
1100211103,11004525111
11004525111,1100211103
11004531627,11004531625
11004531625,11004531627
1100904522,1100904523
1100904523,1100904522
110013475,110013473
110013473,110013475
1100211379,1100211232
1100211232,1100211379
